"customer_status","age","dependents","education","marital_status","employment_status","income","card_type","months_since_first_account","total_accounts","months_inactive_last_year","contacted_last_year","credit_limit","utilization_ratio","spend_ratio_q4_q1","total_spend_last_year","transactions_last_year","transaction_ratio_q4_q1"
"closed_account",39,1,"associates","married","full_time",35824,"silver",25,2,2,1,2024,0,0.801,2870,36,0.5
"active",37,2,"masters","married","full_time",33698,"blue",36,3,3,4,2041,0.827,0.677,1555,45,0.552
"active",44,3,"masters","married","full_time",64116,"gold",36,1,2,3,3384,0.236,0.737,13152,100,0.754
"closed_account",42,3,"doctorate","single","part_time",33781,"blue",18,5,3,4,8668,0,0.275,1402,38,0.31
"active",58,2,"associates","single","full_time",65354,"silver",49,4,3,3,30186,0,0.606,4070,74,0.574
"active",65,2,"doctorate","single","full_time",34681,"blue",53,6,3,2,2195,0.873,0.535,4205,65,0.625
"active",41,4,"associates","divorced","full_time",105048,"blue",36,6,2,2,30030,0.068,0.601,1828,38,1.111
"closed_account",49,2,"associates","single","full_time",45246,"blue",43,1,3,2,1643,0.32,0.829,2520,38,0.583
"active",42,3,"bachelors","married","full_time",36527,"blue",36,6,2,1,8260,0.305,1.049,3299,64,0.73
"active",42,3,"masters","married","part_time",34920,"silver",23,4,2,3,2797,0.695,0.899,4917,66,0.784
"closed_account",46,3,"masters","single","part_time",34335,"gold",36,4,2,3,3138,0.314,1.002,4724,56,0.806
"closed_account",45,5,"associates","single","full_time",33109,"gold",34,1,4,1,5155,0,1.014,2753,45,0.607
"active",45,3,"masters","married","full_time",43726,"silver",30,2,2,2,3821,0.438,0.869,15005,89,0.712
"active",45,3,"masters","married","full_time",98078,"silver",36,6,2,3,34516,0,0.534,3530,68,0.659
"closed_account",43,4,"associates","married","part_time",99003,"blue",35,2,3,2,10588,0.048,0.918,7886,70,0.75
"active",34,2,"associates","single","full_time",35314,"blue",24,6,2,2,1430,0,0.827,3940,82,0.952
"active",57,3,"bachelors","married","part_time",79287,"silver",50,6,3,4,16791,0.07,0.55,2983,74,0.682
"active",64,1,"associates","divorced","part_time",67089,"silver",36,3,3,1,18038,0.066,0.827,4168,64,0.6
"closed_account",31,0,"masters","married","full_time",36777,"blue",21,1,2,2,3768,0,0.799,6639,71,1.152
"active",46,5,"associates","married","self_employed",34734,"silver",36,5,3,0,3562,0,0.753,4198,77,0.75
"active",45,4,"associates","married","full_time",111590,"silver",36,3,2,3,34516,0.034,0.678,3785,64,0.6
"closed_account",58,2,"masters","married","part_time",46227,"blue",48,2,3,3,4085,0.548,0.568,596,15,0.5
"active",44,2,"masters","single","self_employed",33339,"silver",32,2,1,3,3080,0.577,0.973,5097,77,0.833
"closed_account",34,1,"associates","single","part_time",87089,"gold",22,1,2,2,3711,0.381,0.175,3922,51,0.645
"active",38,1,"masters","single","part_time",101800,"gold",36,3,3,4,26792,0.062,0.938,3587,66,0.571
"active",51,2,"masters","married","full_time",51693,"gold",40,5,1,2,12240,0.128,0.539,1422,26,0.529
"active",60,1,"associates","single","full_time",31728,"silver",49,5,4,1,2481,0.776,0.723,5228,73,0.78
"closed_account",44,4,"masters","married","full_time",59165,"gold",36,6,3,3,1452,0,0.553,2287,42,0.5
"closed_account",50,3,"associates","married","full_time",66450,"blue",45,2,2,5,21096,0,0.637,1882,39,0.345
"active",46,4,"associates","single","full_time",35407,"gold",34,5,5,2,3322,0.758,0.789,3913,86,0.911
"active",44,3,"associates","single","full_time",31906,"blue",35,5,2,2,1430,0,0.978,3966,57,0.781
"closed_account",31,0,"masters","married","part_time",34188,"blue",36,3,2,3,6911,0.364,0.934,8123,71,0.732
"closed_account",38,4,"masters","married","full_time",67471,"gold",22,5,2,3,8632,0,0.395,2221,40,0.739
"active",49,4,"associates","married","part_time",31627,"silver",44,4,2,3,1656,0.561,0.898,4408,79,0.681
"closed_account",32,1,"associates","divorced","part_time",64735,"silver",13,3,3,3,12616,0,1.054,1376,29,0.611
"active",38,3,"masters","divorced","full_time",94615,"blue",33,6,2,3,29638,0.029,0.481,3429,78,0.696
"closed_account",51,2,"associates","married","full_time",72294,"blue",46,5,3,2,4123,0.427,0.869,2447,40,0.429
"closed_account",49,4,"associates","married","full_time",35813,"blue",31,4,3,2,1567,0,0.424,2138,41,0.577
"active",26,0,"associates","single","full_time",50795,"gold",18,4,3,2,2033,0.724,0.672,2236,55,0.41
"closed_account",47,3,"associates","married","full_time",104756,"silver",34,3,3,3,21359,0,0.551,2064,63,0.853
"active",40,1,"masters","married","full_time",45250,"blue",29,5,1,3,8398,0.225,0.861,1489,29,0.526
"closed_account",55,1,"associates","married","full_time",69296,"silver",46,2,2,3,1430,0,1.037,888,18,1.25
"active",47,1,"masters","single","full_time",37832,"silver",37,6,3,3,2441,0.685,0.893,4439,74,0.682
"active",49,4,"associates","married","full_time",31514,"gold",33,3,2,1,2393,0.697,0.974,3768,79,0.681
"active",52,3,"masters","married","full_time",68950,"blue",44,1,2,1,23889,0.025,0.792,13360,124,0.968
"closed_account",36,2,"masters","married","full_time",32775,"blue",36,5,2,4,3111,0.809,0.646,2367,41,0.519
"active",46,2,"doctorate","married","full_time",151216,"gold",34,6,3,1,3499,0.503,0.635,3972,67,0.558
"closed_account",33,2,"masters","single","full_time",33390,"blue",24,6,2,3,1806,0,0.983,2833,43,0.654
"active",46,3,"bachelors","single","full_time",38872,"silver",42,3,2,4,7616,0.164,0.581,2006,52,0.405
"closed_account",32,1,"associates","divorced","part_time",64735,"silver",13,3,3,3,12616,0,1.054,1376,29,0.611
"active",51,2,"associates","divorced","full_time",32717,"blue",38,4,1,2,9648,0.2,0.549,1083,22,1.75
"active",41,5,"masters","married","full_time",33643,"blue",24,2,3,3,2178,0.646,0.635,5089,80,0.455
"closed_account",31,2,"masters","married","part_time",93334,"blue",18,2,1,3,4246,0.593,0.951,8102,66,0.886
"active",55,4,"associates","divorced","part_time",50480,"blue",43,5,3,2,1965,0.776,0.855,4671,69,0.816
"active",38,2,"associates","married","full_time",36693,"silver",36,6,4,3,1430,0,0.641,4707,88,0.692
"closed_account",48,2,"masters","married","full_time",34993,"blue",38,6,2,3,4382,0,0.714,2446,34,0.417
"active",67,1,"associates","married","part_time",48705,"silver",49,4,3,2,3106,0.539,0.781,1512,38,0.407
"closed_account",53,3,"associates","divorced","self_employed",35362,"silver",36,4,3,6,7939,0,0.551,2269,42,0.312
"closed_account",44,3,"masters","single","full_time",47098,"blue",38,5,2,2,1643,0,0.6,1754,39,0.56
"active",47,4,"associates","married","full_time",35218,"blue",40,4,2,2,4490,0.443,0.604,4346,70,0.795
"closed_account",60,2,"associates","single","part_time",37903,"silver",54,1,6,2,8141,0.222,1.043,5043,53,0.432
"closed_account",41,4,"masters","single","part_time",96699,"blue",28,1,2,4,4428,0,0.865,2331,36,0.286
"active",36,3,"associates","married","self_employed",90480,"silver",36,5,3,2,2607,0.721,1.464,2045,39,0.95
"closed_account",44,3,"associates","single","self_employed",38152,"blue",36,2,3,3,2228,0,0.686,2523,45,0.607
"closed_account",53,4,"masters","married","part_time",143904,"blue",38,5,2,3,34516,0,0.854,8417,72,0.714
"active",44,4,"masters","married","full_time",33816,"blue",36,3,1,1,7317,0.21,0.616,4100,76,0.81
"closed_account",52,2,"bachelors","single","part_time",120905,"gold",32,4,3,1,4935,0,0.713,7886,64,0.882
"active",35,2,"bachelors","married","self_employed",90612,"gold",36,5,2,4,15279,0.098,0.997,2079,57,0.425
"active",59,1,"associates","single","full_time",38759,"blue",52,2,1,1,7427,0.326,0.701,4636,91,0.82
"closed_account",35,4,"associates","married","part_time",37220,"gold",24,3,2,4,1555,0.561,0.772,2252,51,0.645
"active",39,4,"associates","married","full_time",74150,"blue",28,5,3,3,6224,0.305,1.103,3014,58,0.706
"active",48,2,"masters","married","full_time",134624,"silver",35,3,3,4,10642,0.161,0.705,4183,74,0.762
"active",57,1,"doctorate","married","part_time",90847,"gold",51,5,2,2,8571,0.189,0.6,1397,28,0.647
"closed_account",30,0,"masters","single","full_time",34963,"blue",36,4,3,3,12833,0,0.853,9619,75,0.786
"active",36,2,"associates","divorced","full_time",53220,"blue",36,3,3,2,2686,0.645,0.706,2057,53,0.71
"closed_account",42,4,"associates","married","full_time",130358,"gold",34,2,3,3,5195,0.09,0.567,2682,48,0.231
"closed_account",39,5,"associates","married","self_employed",49158,"blue",31,3,3,6,3333,0.56,0.947,3348,50,0.282
"active",44,2,"bachelors","single","part_time",37644,"silver",37,4,3,3,5589,0.239,0.944,4262,75,1.027
"active",52,3,"associates","single","self_employed",96365,"silver",40,6,3,2,34516,0.051,0.786,4223,81,0.653
"active",38,2,"associates","married","full_time",159741,"blue",29,4,1,2,2818,0.588,1.404,2916,45,0.957
"closed_account",55,2,"masters","married","full_time",39182,"gold",50,4,4,3,1430,0,0.639,1785,33,0.32
"closed_account",45,4,"masters","married","full_time",107996,"blue",36,5,3,4,12250,0.177,0.641,1995,39,0.696
"active",53,2,"masters","married","full_time",130300,"gold",43,6,3,2,5882,0.397,0.579,1380,30,0.667
"active",61,0,"associates","single","full_time",58374,"blue",48,3,2,4,2572,0.766,0.644,4313,84,0.787
"active",58,5,"associates","married","full_time",48449,"gold",47,1,3,3,2038,0.539,0.809,4784,70,0.75
"active",52,4,"associates","married","full_time",67639,"blue",44,6,3,4,4153,0,0.434,1771,41,0.367
"closed_account",37,3,"associates","single","part_time",33420,"blue",24,2,3,2,2054,0,0.87,2567,43,0.593
"active",41,4,"associates","single","part_time",55482,"blue",29,4,3,2,2430,0,0.569,4334,71,0.578
"active",30,2,"masters","single","part_time",32842,"gold",18,3,1,4,4199,0.453,1.059,3016,67,0.763
"closed_account",51,1,"masters","single","self_employed",36337,"blue",37,1,3,4,7176,0,0.45,1375,33,0.65
"active",51,1,"bachelors","married","full_time",108359,"gold",38,2,3,2,34516,0,0.678,7686,89,0.618
"active",54,3,"associates","married","part_time",156859,"silver",43,5,3,2,2884,0.397,0.783,4887,90,0.698
"closed_account",38,2,"masters","married","part_time",50749,"blue",28,6,2,2,1628,0,0.876,2527,41,0.64
"active",37,3,"masters","married","full_time",51774,"silver",30,5,3,3,4554,0.171,0.658,4816,81,0.588
"active",48,4,"doctorate","married","full_time",94739,"blue",40,3,2,2,3429,0.37,0.703,4422,64,1.783
"closed_account",59,1,"associates","single","full_time",35099,"blue",50,1,0,3,4085,0,0.787,7597,71,0.69
"closed_account",55,2,"masters","married","part_time",39630,"blue",45,6,3,3,12207,0,0.319,5838,74,1.056
"closed_account",46,5,"doctorate","single","part_time",33559,"blue",37,3,2,2,1787,0,0.654,2345,36,0.286
"closed_account",36,2,"associates","married","part_time",44718,"blue",36,4,3,2,1848,0,0.906,2775,33,0.435
"active",62,0,"bachelors","married","full_time",56309,"blue",49,6,1,2,1430,0,0.757,1281,32,1
"active",47,3,"masters","married","full_time",143705,"silver",42,1,3,1,34516,0.034,0.74,8212,100,0.695
"closed_account",52,3,"doctorate","married","part_time",158227,"blue",45,1,3,3,34516,0.016,0.674,7341,71,0.732
"active",42,4,"associates","single","full_time",31071,"gold",24,2,2,2,3428,0.644,0.671,4751,87,0.642
"closed_account",46,4,"associates","single","full_time",85170,"blue",41,6,3,2,34516,0.032,0.591,1989,47,0.741
"closed_account",41,3,"associates","married","full_time",46490,"blue",36,1,3,4,3606,0,0.37,1829,41,0.519
"active",65,0,"doctorate","single","self_employed",34069,"blue",56,3,2,2,28410,0.057,0.913,2278,77,1.139
"closed_account",63,0,"masters","single","part_time",34331,"blue",56,5,6,3,1931,0.793,0.778,2288,48,0.714
"closed_account",49,4,"masters","married","self_employed",35505,"blue",42,2,4,3,2575,0.977,0.31,1874,40,0.739
"active",41,2,"masters","married","self_employed",35414,"gold",32,3,3,2,3302,0.6,0.625,3899,65,0.711
"closed_account",50,3,"associates","single","full_time",139339,"gold",36,1,2,3,7970,0.286,0.28,1872,41,0.206
"closed_account",44,2,"masters","married","part_time",50048,"blue",34,2,3,3,5508,0,0.89,7507,78,0.733
"active",39,1,"masters","single","full_time",36530,"blue",30,5,6,2,2669,0.898,0.807,3847,65,0.585
"active",45,0,"masters","married","full_time",77297,"silver",40,4,3,3,1430,0,0.555,4869,66,0.737
"closed_account",42,3,"associates","married","part_time",45780,"blue",36,1,3,4,4527,0,0.801,2441,37,0.37
"closed_account",46,3,"masters","married","full_time",102837,"blue",40,3,4,3,13095,0.14,0.432,1552,32,0.185
"active",32,0,"masters","single","full_time",32811,"silver",27,6,3,3,9238,0,0.809,2522,68,0.478
"closed_account",35,5,"associates","married","part_time",53534,"blue",25,3,2,6,1430,0,0.763,2500,44,0.517
"closed_account",53,2,"associates","single","part_time",54858,"blue",47,1,2,3,1699,0,0.602,2520,49,0.531
"closed_account",50,4,"associates","single","full_time",142487,"silver",41,4,3,3,6982,0,1.018,4830,50,0.724
"active",51,4,"masters","single","self_employed",36412,"silver",34,3,1,2,11221,0.114,1.116,1564,45,1.647
"active",52,2,"masters","single","self_employed",92771,"blue",47,6,3,3,13276,0.144,1.075,1901,33,0.833
"active",40,4,"associates","married","self_employed",52966,"silver",27,5,2,2,2822,0.773,0.768,5371,93,0.824
"active",35,3,"masters","single","part_time",54650,"blue",30,3,3,2,9293,0,0.897,2314,59,1.034
"active",48,3,"masters","married","self_employed",66392,"silver",42,6,1,3,6085,0.153,1.307,3154,59,0.967
"active",54,1,"doctorate","single","full_time",36302,"blue",43,4,6,4,5267,0,0.631,4196,81,0.588
"closed_account",54,2,"masters","married","part_time",35946,"blue",48,3,6,3,1638,0,0.163,1702,36,0.125
"active",52,2,"associates","divorced","full_time",32604,"gold",40,1,2,3,5240,0.48,0.78,14161,105,0.875
"active",53,0,"masters","single","self_employed",36046,"gold",34,5,2,1,1944,0.586,0.582,4921,82,0.907
"closed_account",39,1,"masters","single","part_time",35105,"gold",26,3,3,1,1876,0.819,0.712,2579,47,0.469
"closed_account",43,3,"associates","married","part_time",50483,"gold",36,6,4,3,1430,0,0.747,2116,38,0.583
"active",37,3,"masters","married","part_time",47784,"blue",36,4,2,4,8818,0.163,0.649,1865,31,0.938
"active",47,5,"masters","married","self_employed",35055,"blue",39,3,3,4,7128,0.219,0.573,1468,44,0.76
"closed_account",34,2,"associates","single","full_time",71300,"silver",36,2,3,2,9719,0.259,0.906,9183,51,0.7
"closed_account",44,3,"associates","single","part_time",132015,"blue",36,2,3,2,7793,0.291,0.945,8260,54,0.5
"closed_account",59,0,"doctorate","married","part_time",39570,"gold",52,6,4,2,2302,0,0.52,2256,40,0.667
"closed_account",38,2,"associates","single","part_time",36004,"gold",16,2,1,2,2703,0,0.882,2752,43,0.433
"active",26,0,"associates","single","full_time",34052,"silver",13,3,3,4,10286,0.222,0.671,2564,57,0.462
"closed_account",51,3,"associates","married","full_time",69503,"blue",31,3,3,3,8989,0,0.47,2031,53,1.038
"active",50,1,"associates","married","full_time",34736,"silver",42,1,1,2,2210,0.696,0.843,4937,75,0.974
"active",49,3,"masters","single","full_time",48889,"blue",36,3,2,2,3375,0,0.629,13992,103,0.807
"closed_account",52,3,"masters","married","part_time",102685,"blue",46,4,2,3,15011,0.168,0.713,1821,36,0.385
"closed_account",51,2,"masters","single","part_time",35924,"gold",43,5,3,2,3245,0,0.553,1977,29,0.261
"active",46,4,"associates","married","part_time",36493,"gold",33,1,3,0,1896,0.917,0.647,4588,75,0.923
"closed_account",55,3,"associates","single","full_time",33803,"blue",47,2,5,4,4841,0.177,1.003,8918,87,0.977
"closed_account",41,2,"associates","married","full_time",107800,"gold",33,5,3,3,8004,0.181,0.929,1084,32,0.524
"closed_account",48,3,"masters","married","self_employed",54157,"silver",36,3,2,4,2954,0.315,0.575,2433,29,0.381
"closed_account",54,0,"associates","single","self_employed",38447,"blue",34,4,3,3,2223,0.284,0.665,2538,49,0.581
"active",50,3,"masters","married","self_employed",138814,"blue",38,5,2,4,34516,0.048,0.504,3806,76,0.9
"active",44,3,"associates","married","full_time",68101,"silver",34,4,2,5,21158,0,0.633,4071,67,0.811
"active",52,1,"masters","divorced","full_time",73212,"blue",35,3,2,4,13169,0.114,0.603,4370,83,0.537
"closed_account",41,2,"masters","divorced","part_time",48740,"blue",25,4,2,3,4277,0.511,0.804,8764,69,0.683
"active",48,5,"associates","divorced","full_time",86760,"blue",43,4,3,2,20974,0.107,0.567,15903,121,0.571
"closed_account",40,3,"masters","single","full_time",34304,"blue",31,5,3,2,2391,0,0.669,2857,40,0.6
"active",54,0,"masters","married","full_time",34022,"silver",36,1,2,3,1740,0,0.811,4751,93,0.86
"active",38,1,"bachelors","single","full_time",37024,"blue",28,2,2,2,4623,0.295,0.776,14730,118,0.735
"closed_account",52,2,"associates","married","part_time",104163,"blue",41,6,4,3,7904,0,0.712,2094,32,0.231
"active",39,1,"associates","married","full_time",35947,"silver",31,1,3,1,9511,0.233,0.712,7041,95,0.532
"active",43,3,"doctorate","married","full_time",87925,"blue",27,4,2,2,3676,0.183,0.629,14651,105,0.78
"active",36,1,"associates","married","part_time",77472,"blue",19,6,3,5,9764,0,0.689,15097,115,0.797
"active",44,1,"masters","single","part_time",44803,"blue",36,3,4,2,1484,0.596,0.951,4819,74,0.805
"active",48,1,"associates","single","full_time",35227,"blue",36,1,1,2,3918,0.208,1.149,15867,103,1.06
"closed_account",40,2,"masters","single","full_time",33000,"blue",30,5,3,6,4458,0,0.935,9640,70,0.707
"closed_account",43,3,"associates","single","full_time",45086,"blue",36,3,3,3,9267,0,0.866,7991,90,1.093
"active",53,1,"associates","single","self_employed",34240,"blue",41,6,2,2,8693,0.092,0.864,4755,69,0.533
"closed_account",41,2,"masters","divorced","part_time",48740,"blue",25,4,2,3,4277,0.511,0.804,8764,69,0.683
"active",46,4,"associates","married","self_employed",33552,"blue",36,4,2,2,6370,0,0.855,1783,40,0.667
"closed_account",41,4,"associates","divorced","part_time",49016,"blue",37,3,2,3,4650,0.044,0.685,2014,54,0.8
"closed_account",43,4,"masters","single","part_time",137347,"blue",36,1,3,4,33384,0,0.631,2066,46,0.769
"closed_account",57,2,"masters","single","full_time",139097,"blue",51,3,5,3,8760,0,0.726,2460,39,0.56
"closed_account",49,3,"associates","married","part_time",97886,"silver",36,2,3,3,34516,0.037,0.977,4777,51,0.457
"active",36,1,"associates","single","self_employed",137077,"silver",25,6,3,2,7049,0.274,0.804,2602,51,0.545
"active",46,2,"associates","married","full_time",118791,"gold",39,3,1,2,12295,0.105,0.537,4177,63,0.75
"active",53,2,"associates","single","self_employed",43225,"silver",47,5,2,3,1536,0.474,0.604,4133,78,0.529
"active",56,1,"bachelors","married","part_time",61152,"blue",46,3,2,1,10117,0.222,0.662,1509,44,0.467
"active",43,3,"masters","married","self_employed",32137,"blue",32,4,3,2,10466,0.199,0.648,4116,64,0.684
"active",49,4,"associates","single","self_employed",65017,"blue",36,3,3,4,13039,0.141,0.793,4010,69,0.5
"active",41,1,"masters","married","full_time",111345,"silver",31,5,3,4,10239,0.217,0.545,2149,40,1.105
"closed_account",44,3,"masters","married","self_employed",76311,"gold",36,2,3,3,9114,0,0.654,2740,52,0.625
"active",48,1,"associates","married","part_time",69787,"silver",35,3,2,2,17131,0.071,0.604,1371,37,0.423
"active",55,1,"bachelors","married","self_employed",35940,"blue",36,4,2,4,1928,0.584,0.911,2190,30,0.667
"active",52,1,"masters","single","self_employed",34747,"gold",32,3,1,3,5927,0.391,0.544,1558,46,0.643
"active",54,2,"masters","married","full_time",103653,"silver",46,6,2,3,1982,0.65,0.939,1377,49,0.69
"closed_account",39,2,"masters","married","full_time",32887,"blue",29,3,2,2,1677,0,0.869,2437,41,0.708
"active",42,3,"associates","divorced","full_time",104875,"blue",37,6,3,3,27310,0,0.919,1537,41,1.05
"active",58,1,"associates","married","full_time",52682,"blue",39,5,1,1,2406,0,1.016,4450,73,0.698
"active",44,5,"associates","single","full_time",33632,"blue",24,4,3,3,2003,0.611,0.646,1756,42,0.355
"active",26,0,"associates","single","full_time",53352,"silver",36,6,3,4,4152,0,0.804,2351,42,0.312
"closed_account",54,2,"masters","single","full_time",37343,"blue",39,4,3,3,1430,0,0.72,2145,41,0.519
"closed_account",50,2,"associates","single","full_time",122615,"blue",42,1,3,2,34162,0.05,0.429,7572,56,0.697
"active",42,3,"masters","divorced","full_time",33685,"blue",36,5,2,3,3714,0.678,0.857,4715,85,0.848
"active",60,1,"associates","married","self_employed",35579,"gold",47,2,3,1,3845,0.38,0.857,14432,106,0.828
"active",57,4,"associates","married","full_time",54668,"gold",47,5,2,4,6803,0.196,0.809,1476,30,0.579
"closed_account",59,2,"associates","married","full_time",34628,"blue",51,3,3,3,3875,0.361,0.573,2312,49,0.581
"active",44,3,"doctorate","married","full_time",31997,"gold",36,2,3,1,3047,0.702,0.842,4961,85,0.635
"active",29,2,"masters","married","self_employed",38831,"blue",25,6,3,2,2732,0.639,1.028,4702,85,0.771
"closed_account",51,2,"associates","married","part_time",106091,"gold",41,5,2,3,14902,0,0.312,2038,39,0.625
"active",42,4,"masters","single","part_time",33385,"blue",26,5,2,3,2950,0.578,0.605,1260,32,0.6
"active",49,4,"masters","divorced","full_time",58199,"blue",30,1,3,3,2485,0.663,0.595,4208,71,0.919
"active",47,4,"associates","single","full_time",35028,"gold",36,4,2,3,2577,0.563,0.747,4576,83,0.766
"active",45,3,"bachelors","married","full_time",102861,"gold",31,2,1,4,20958,0.092,0.772,14314,99,0.768
"closed_account",43,4,"associates","divorced","full_time",33119,"blue",33,6,3,1,1706,0,0.601,2371,45,0.5
"active",51,2,"associates","single","full_time",31561,"gold",47,5,2,3,3069,0.82,0.73,4512,83,0.766
"closed_account",39,3,"associates","single","part_time",64402,"gold",23,1,2,3,7821,0.322,0.408,2010,43,0.344
"active",41,3,"masters","married","full_time",35868,"blue",27,6,1,2,2134,0.508,0.656,4224,75,1.027
"active",36,3,"associates","married","part_time",36147,"silver",26,6,1,4,4331,0.334,1.07,2053,33,1.75
"active",45,4,"masters","married","full_time",35103,"gold",38,6,3,2,5583,0,0.748,3317,71,0.821
"active",58,4,"associates","single","part_time",36486,"gold",39,3,1,3,2755,0.538,0.806,4394,75,0.63
"closed_account",51,2,"masters","single","self_employed",106362,"silver",32,2,3,3,34516,0.015,0.98,5418,65,0.711
"closed_account",65,0,"associates","single","part_time",36060,"blue",56,3,6,3,5894,0.081,1.015,1616,32,0.455
"closed_account",41,1,"associates","single","full_time",35311,"blue",36,4,3,2,2372,0,0.597,2499,41,0.464
"active",38,3,"associates","married","part_time",95424,"silver",22,2,2,1,3224,0,0.761,3738,63,0.658
"closed_account",43,3,"masters","single","full_time",57029,"blue",35,5,3,2,6080,0.129,0.975,4866,56,0.647
"active",43,3,"bachelors","married","self_employed",65803,"blue",37,5,2,3,19044,0,0.721,1780,44,0.76
"closed_account",48,4,"bachelors","married","part_time",35589,"silver",36,2,3,2,5997,0,0.406,1457,42,0.5
"closed_account",47,3,"masters","married","full_time",33805,"blue",36,4,3,1,14057,0.098,1.039,4729,54,0.742
"closed_account",56,3,"associates","single","part_time",32521,"blue",39,1,3,4,1632,0,0.621,2509,47,0.424
"active",47,2,"associates","single","full_time",35558,"blue",39,5,3,2,1580,0.392,0.746,4384,70,0.522
"active",40,4,"doctorate","single","full_time",70411,"silver",24,3,2,4,18806,0.063,0.745,3142,62,0.824
"closed_account",53,2,"associates","single","full_time",35642,"gold",46,6,1,2,3199,0,1.047,4805,59,0.639
"active",54,2,"masters","married","part_time",33884,"blue",46,4,3,3,2611,0.602,0.902,4899,68,0.581
"closed_account",50,3,"associates","married","part_time",34228,"blue",36,2,3,3,1572,0,0.74,2447,41,0.577
"active",44,1,"masters","married","part_time",103907,"silver",29,6,1,2,8315,0.121,0.718,4088,66,0.61
"active",49,3,"associates","married","full_time",33298,"silver",36,5,3,4,1430,0,0.929,4205,88,0.66
"closed_account",55,1,"associates","single","part_time",34995,"blue",36,5,2,3,1836,0.312,0.758,2400,34,0.789
"closed_account",44,3,"associates","single","full_time",34987,"blue",37,3,2,3,1900,0,0.864,2298,45,0.452
"closed_account",41,5,"masters","married","full_time",36192,"blue",36,5,3,3,1495,0,0.686,2622,70,0.628
"active",40,4,"masters","married","full_time",49234,"gold",32,1,2,3,16191,0,0.967,13452,107,0.621
"active",49,2,"bachelors","single","full_time",71182,"blue",41,6,3,4,6205,0.36,0.662,3906,64,0.684
"closed_account",43,2,"associates","single","part_time",145071,"blue",30,1,2,2,10896,0.231,1.028,4935,58,0.487
"active",54,3,"associates","married","part_time",35146,"silver",36,5,1,4,3666,0.474,0.779,4735,84,0.826
"closed_account",40,3,"associates","married","full_time",96302,"blue",29,3,2,3,3616,0.318,0.687,820,21,0.75
"active",43,2,"masters","married","full_time",36333,"gold",33,5,2,2,3933,0.217,0.433,1489,45,0.324
"closed_account",45,4,"masters","married","full_time",37932,"blue",34,3,2,1,1430,0,0.685,2153,35,0.346
"closed_account",41,2,"associates","married","part_time",34422,"blue",36,3,2,2,2811,0.855,0.491,2245,41,0.464
"closed_account",50,1,"masters","single","self_employed",39388,"blue",39,6,3,3,9248,0,0.613,2325,45,0.552
"active",44,3,"masters","single","full_time",34491,"blue",34,3,3,2,13609,0.105,0.836,7796,77,0.791
"closed_account",55,3,"masters","single","part_time",33739,"silver",36,3,3,5,2060,0,0.251,1976,44,0.257
"closed_account",48,2,"bachelors","married","part_time",34648,"blue",37,5,2,4,2220,0,0.737,2456,45,0.452
"active",45,3,"associates","single","full_time",48065,"blue",36,3,1,1,1663,0.669,0.588,2978,61,0.906
"closed_account",44,4,"associates","single","full_time",62032,"gold",34,4,3,4,15944,0,0.919,9360,67,0.763
"closed_account",39,2,"associates","married","self_employed",150650,"blue",36,6,3,3,34516,0.073,1.052,7866,63,0.75
"active",36,1,"masters","married","full_time",45124,"blue",36,5,1,3,3635,0.445,0.828,4045,62,1.067
"closed_account",40,3,"associates","married","self_employed",63616,"gold",27,3,2,1,6813,0.342,0.58,2634,51,0.378
"closed_account",42,3,"bachelors","married","part_time",78528,"blue",34,3,3,3,13450,0,0.742,1000,18,0.059
"active",56,2,"associates","married","full_time",106914,"gold",43,2,2,1,29394,0.034,0.935,14901,92,0.673
"active",26,0,"masters","single","self_employed",34729,"silver",13,5,3,2,2902,0.575,0.621,2088,34,0.478
"active",45,3,"masters","single","full_time",66600,"silver",38,1,3,3,3243,0.487,1.075,15710,122,0.743
"active",40,4,"associates","single","self_employed",35748,"blue",32,6,1,1,2594,0.832,0.792,3872,71,0.511
"active",46,0,"masters","single","part_time",49076,"blue",34,6,1,2,9216,0.223,0.763,3630,78,0.56
"closed_account",44,2,"doctorate","divorced","part_time",33678,"blue",36,1,2,2,1916,0,1.041,2888,39,0.444
"active",52,2,"associates","single","full_time",42422,"gold",36,1,2,2,2540,0.43,0.783,9339,99,0.737
"active",31,0,"associates","divorced","self_employed",43182,"gold",36,6,3,1,5190,0.324,0.888,4900,81,0.8
"active",56,2,"masters","single","full_time",31519,"blue",36,4,6,1,5816,0.123,0.923,3534,73,1.147
"active",50,4,"masters","single","part_time",31574,"gold",36,6,2,0,3125,0.617,0.412,1631,46,0.533
"active",45,3,"bachelors","single","self_employed",79942,"silver",35,1,1,2,10699,0.103,0.661,5052,61,0.694
"active",48,3,"masters","divorced","self_employed",56967,"silver",39,6,2,3,2115,0.539,0.616,1223,20,0.538
"closed_account",53,1,"masters","married","self_employed",34880,"blue",36,6,3,1,5842,0.034,0.396,1828,44,0.517
"active",45,4,"bachelors","single","part_time",77491,"gold",35,2,2,3,13445,0.088,0.56,7377,82,0.608
"closed_account",43,4,"bachelors","married","part_time",31331,"blue",28,5,2,4,1484,0,0.2,1664,39,0.5
"closed_account",59,1,"bachelors","single","self_employed",74025,"blue",53,2,3,3,14979,0,0.71,530,10,1
"active",29,1,"masters","married","full_time",34868,"blue",18,4,3,2,2963,0.495,1.378,2523,48,0.846
